video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=SGCgeyvV6sY&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@ualocal170,UA Local 170,The Hall Podcast Episode 39: Vancouver Sports Media Icon Don Taylor Joins The Hall Podcast,118,9 months,"In this episode of The Hall Podcast, we sit down with the legendary Don Taylor, a cornerstone of British Columbia's sports media ...",2026-01-22 07:18:13.409056
/shorts/s0EUVTTqCyI,/@balllabbasketballtraining,Ball Lab Basketball Training and Academy,INSTINCT OVER INSTRUCTION: The North Shore Youth Sports System That Builds CONFIDENCE,1.1K,2 months,Is Your Kid Training Hard... But Still Hesitating? Most training builds muscle memory. The Ball Lab builds instinct. If your player ...,2026-01-22 07:18:13.412715
/shorts/xG-FEhZmxCQ,/@LivingInVancouverBC,Living In Vancouver BC,Vancouver's World-Class Stadium is Finally Moving Forward #Whitecaps #Vancouver #Sports,484,1 month,The City of Vancouver and the Vancouver Whitecaps FC have signed an exclusive Memorandum of Understanding (MOU) to ...,2026-01-22 07:18:20.285653
/shorts/JUto6G-C5r4,/@10MinMoments,10MinMoments,Starting Lineup @WhitecapsFCv@lagalaxy #soccer #mls #vwfc #goals #lagalaxy #trending #live #shorts,85,10 months,"March 02, 2025: Whitecaps v LA Galaxy MLS season 2025 home opener 2-1 Win!!! VANCOUVER, BC – BC Place was rocking on ...",2026-01-22 07:18:20.286966
/watch?v=GQOLSnePXek&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@localbusinessmarketing229,Local Business Marketing 229,"Sports Nutrition Program in Vancouver,Vancouver Sports Nutr",5,15 years,http://www.barrykong.isagenix.com Sports Nutrition program in Vancouver. You can search for Sports Nutrition program in ...,2026-01-22 07:18:20.288595
/watch?v=wQ72UBfsrM8&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@KitsSportsChiro,Vancouver Sports Chiropractor,Vancouver Sports Chiropractor - Tennis Injury,341,16 years,"This video is demonstrating how using chiropractic care, stretching and good joint mobility optimize your ability to participate in ...",2026-01-22 07:18:20.289872
/watch?v=lOsi3KDWhFg&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@BallerTV,BallerTV,Idaho Rebels 46 Vancouver Sports Club 30 - Adidas Presidents' Day Tournament of Champions,89,7 years,Watch the FULL video here: https://baller.tv/streams/vancouver-sports-club-vs-idaho-rebels Special thanks to everyone at Adidas ...,2026-01-22 07:18:20.292248
/watch?v=_XmWtQuSf00&pp=ygUQdmFuY291dmVyX3Nwb3J0c9IHCQmHCgGHKiGM7w%3D%3D,/@Jellymarketing,Jelly Digital Marketing & PR,Jewish Community Centre Vancouver Sports Dinner 2017,300,8 years,Jelly Marketing had the opportunity to produce a highlight reel for the 2017 Jewish Community Centre Vancouver's annual Sports ...,2026-01-22 07:18:20.293451
/watch?v=H5lGTD9qaLg&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@TheRodPedersenShow,The Rod Pedersen Show,"Vancouver Sports Fans Are Toxic?! And NHL Gambling Talk! | Oct 14, 2021",583,Streamed 4 years,Is that a PIRATE SHIP!?! Yep. The boys are back in the West Edmonton Mall following the Oilers Home Opener and we've got you ...,2026-01-22 07:18:20.295301
/watch?v=0MlqXthkbBE&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@robertpostma5,Robert Postma,JCC Vancouver Sports Dinner 2013,329,13 years,JCC Vancouver: 2013 Sports Dinner Promo.,2026-01-22 07:18:20.296511
/watch?v=j6etdlq9V-s&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@vancouversun674,Vancouver Sun,Sports in 60 seconds: Mariners or Blue Jays for fickle Vancouver?,34,7 years,Jon and Patrick wonder if notriously fickle Vancouver sports fans would flip their lids from Jays to Mariners if Seattle got hot and ...,2026-01-22 07:18:20.298517
/watch?v=zxYT6QWxm9k&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@luxuryhunters_,LUXURY HUNTERS (And Dream Homes!),Dream Homes: Stanley Cup Winner's House & Baseball Team Owner's Estate,22K,11 years,"On this special sports themed episode of Dream Homes, hosts Peter Verge and Bianca Solterbeck get to meet two Vancouver ...",2026-01-22 07:18:20.300959
/watch?v=rETeYG9Dy3A&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@TheRodPedersenShow,The Rod Pedersen Show,Analyzing The Vancouver Canucks Offseason! Did Jim Benning Do Enough For Them To Contend?!,2.6K,4 years,The Vancouver Canucks headed into the offseason knowing that changes were needed to be made in order for them to get back ...,2026-01-22 07:18:20.302113
/shorts/7KfcgOWtMGQ,/@rightrouteTV,UNREALIUM Right Route TV,Are you ready to learn riding EUC this weekend?,260,2 years,We teach EUC ride with our inventory! Book FREE trial here: www.rightroute.ca Roman Razenkov +12369971660 (WhatsApp ...,2026-01-22 07:18:20.303353
/watch?v=UqirA-6DdH8&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@rlehnert100,Robert Lehnert,"Carson Lehnert, Vancouver Sports Club 4th-5th (Carson age 10) 2015",249,10 years,"Some highlights from 3D Spring Showcase 2015 (Carson/Vancouver Sports Club). Carson is age 10, 4th grade.",2026-01-22 07:18:20.304637
/watch?v=t2tWygxQ0RQ&pp=ygUQdmFuY291dmVyX3Nwb3J0cw%3D%3D,/@TheSportMarket,Ryan McNamee,BC Place Stadium economics,230,14 years,Critics of the $563 million BC Place renovation should pay as much attention to the revenue upsides as they do to the costs.,2026-01-22 07:18:20.305780
/shorts/2_Qf-84y1Fc,/@Biminis1975,Bimini's Since 1975,🏈 The Super Bowl is here—Bimini's is ready. Are you? 🍻,24,11 months,"The Super Bowl is here—Bimini's is ready. Are you? 2010 W 4th Ave, Vancouver, BC V6J 1M9 +1 604-739-0222 ...",2026-01-22 07:18:20.307021
